msa,zip,county_fips,state,res_ratio
philadelphia,18977,42017,PA,0.007757220535272932
philadelphia,18925,42017,PA,0.007993785749593954
philadelphia,18917,42017,PA,0.005772897394251819
philadelphia,18972,42017,PA,0.005151472353647341
philadelphia,18942,42017,PA,0.0045936021467410494
philadelphia,18955,42017,PA,0.004794859120118636
philadelphia,18930,42017,PA,0.0039086222724383874
philadelphia,19058,42017,PA,0.00328719723183391
philadelphia,18077,42017,PA,0.0033260362968716897
philadelphia,18036,42017,PA,0.003110656027116729
philadelphia,19006,42091,PA,0.024175723902992944
philadelphia,18912,42017,PA,0.002337405550455476
philadelphia,18949,42017,PA,0.0021855801143987005
philadelphia,18970,42017,PA,0.00213614857707789
philadelphia,18931,42017,PA,0.0019066450109455548
philadelphia,18081,42017,PA,0.001977261492832427
philadelphia,18928,42017,PA,0.0017795353435491844
philadelphia,18950,42017,PA,0.0018254360567756514
philadelphia,18963,42017,PA,0.0016418332038697831
philadelphia,18962,42017,PA,0.001504131064190382
philadelphia,19440,42091,PA,0.02289571335874767
philadelphia,18923,42017,PA,0.001373490572699668
philadelphia,18054,42091,PA,0.005393787006245438
philadelphia,18964,42091,PA,0.01611799416011031
philadelphia,18073,42091,PA,0.010389630140319572
philadelphia,18055,42017,PA,0.000882706023585905
philadelphia,18932,42017,PA,0.0008473977826424688
philadelphia,18920,42017,PA,0.0008509286067368124
philadelphia,18933,42017,PA,0.00045547630817032695
philadelphia,18927,42017,PA,0.00024009603841536616
philadelphia,18934,42017,PA,0.00024362686250970977
philadelphia,18041,42091,PA,0.005538263443912726
philadelphia,18913,42017,PA,0.00016947955652849375
philadelphia,19044,42091,PA,0.020629714494281776
philadelphia,19040,42091,PA,0.024173189228647904
philadelphia,18042,42017,PA,3.883906503777982e-05
philadelphia,19116,42101,PA,0.017264464821877788
philadelphia,18911,42017,PA,7.0616481886872395e-06
philadelphia,18953,42017,PA,7.0616481886872395e-06
philadelphia,18039,42017,PA,7.0616481886872395e-06
philadelphia,18935,42017,PA,7.0616481886872395e-06
philadelphia,19454,42091,PA,0.03264407088977208
philadelphia,19380,42029,PA,0.0956792173927486
philadelphia,19382,42029,PA,0.09454151372718364
philadelphia,19335,42029,PA,0.09795462472387849
philadelphia,19320,42029,PA,0.09639754853925493
philadelphia,19460,42029,PA,0.07592303476224485
philadelphia,19355,42029,PA,0.05896543706090451
philadelphia,19341,42029,PA,0.04774618412529688
philadelphia,19348,42029,PA,0.04527562324569417
philadelphia,19465,42029,PA,0.03076782540816157
philadelphia,19363,42029,PA,0.029953993588998324
philadelphia,19087,42029,PA,0.02728412695776379
philadelphia,19425,42029,PA,0.02762045541364248
philadelphia,19390,42029,PA,0.024008038665315815
philadelphia,19312,42029,PA,0.020441296151738113
philadelphia,19475,42029,PA,0.02162467405205202
philadelphia,19344,42029,PA,0.021537477785713098
philadelphia,19301,42029,PA,0.01662126924546164
philadelphia,19333,42029,PA,0.017970735272135396
philadelphia,19311,42029,PA,0.016463485525419787
philadelphia,19350,42029,PA,0.017053098373997242
philadelphia,19365,42029,PA,0.013075287747678918
philadelphia,19343,42029,PA,0.014125795146904948
philadelphia,19352,42029,PA,0.012273912537992659
philadelphia,19520,42029,PA,0.011289840389310569
philadelphia,19330,42029,PA,0.009678785563620057
philadelphia,19317,42045,PA,0.013892096211577963
philadelphia,19372,42029,PA,0.005991629158431463
philadelphia,19362,42029,PA,0.006033151190021425
philadelphia,19399,42029,PA,0.004135594346360179
philadelphia,19381,42029,PA,0.0040567024863392516
philadelphia,19310,42029,PA,0.0039113753757743855
philadelphia,19442,42029,PA,0.0031639788071550763
philadelphia,19073,42045,PA,0.035971980828988254
philadelphia,19375,42029,PA,0.002869172382866349
philadelphia,19374,42029,PA,0.002894085601820326
philadelphia,19395,42029,PA,0.0020138185321131393
philadelphia,19480,42029,PA,0.0018103605773223273
philadelphia,19369,42029,PA,0.0022172764869039514
philadelphia,19457,42029,PA,0.0015072497467156073
philadelphia,19481,42029,PA,0.0012124433224268798
philadelphia,19342,42045,PA,0.036498656975825564
philadelphia,17527,42029,PA,0.0006062216612134399
philadelphia,19543,42029,PA,0.0005273298011925127
philadelphia,19319,42045,PA,0.000303851623175371
philadelphia,19482,42029,PA,8.719626633891944e-05
philadelphia,17555,42029,PA,0.00011626168845189257
philadelphia,19373,42045,PA,0.0034233949544425135
philadelphia,19421,42029,PA,1.245660947698849e-05
philadelphia,19358,42029,PA,4.152203158996164e-06
philadelphia,19367,42029,PA,4.152203158996164e-06
philadelphia,17536,42029,PA,4.152203158996164e-06
philadelphia,19464,42091,PA,0.0566347635655771
