msa,name,name_norm,tier,entity_type,ls_subcategory,city,state,zip,source_form_d,source_sbir,source_nih,source_tto,form_d_filings,sbir_awards,sbir_total_usd,nih_grants,nih_total_usd,year_incorp,industry,tagline,tto_source_name,cik,uei,duns,website,employees,sbir_first_year,sbir_last_year,tto_location,url
dallas,FAS HOLDINGS GROUP,fas,grant_only_company,startup,unknown,DALLAS,TX,75238-1650,False,True,False,False,0.0,2.0,933030.0,0.0,0.0,,,,,,JKJJMQ8SKQ23,963506105,http://ntact.com,20,2017,2020,,
dallas,FHNC LTD. CO.,fhnc,grant_only_company,startup,unknown,Fort Worth,TX,76102-5609,False,True,False,False,0.0,1.0,100000.0,0.0,0.0,,,,,,FMK4HCXJKT53,944179196,,3,2021,2021,,
dallas,FIBER SYSTEMS INTERNATIONAL,fiber systems international,grant_only_company,startup,biotech,Allen,TX,75013,False,True,False,False,0.0,1.0,69863.0,0.0,0.0,,,,,,S7HXJ97WWKT5,805436193,,92,2003,2003,,
dallas,FIREHAWK AEROSPACE INC.,firehawk aerospace,grant_only_company,startup,unknown,ADDISON,TX,75001-5713,False,True,False,False,0.0,3.0,1374211.0,0.0,0.0,,,,,,FKWJD9HL5931,117392450,https://www.firehawkaerospace.com,75,2022,2024,,
dallas,FIRSTTHEN INC,firstthen,grant_only_company,startup,unknown,DALLAS,TX,75209-5004,False,True,False,False,0.0,1.0,273184.0,0.0,0.0,,,,,,DZ9GQ476M6D9,,https://www.firstthen.com/,2,2024,2024,,
dallas,"FPRT BIO, INC.",fprt bio,grant_only_company,startup,unknown,COLLEYVILLE,TX,76034-4643,False,True,False,False,0.0,1.0,350000.0,0.0,0.0,,,,,,,078495719,www.fprtbio.com,4,2015,2015,,
dallas,"FRESNEL TECHNOLOGIES, INC.",fresnel technologies,grant_only_company,startup,unknown,Fort Worth,TX,76110,False,True,False,False,0.0,1.0,69657.0,0.0,0.0,,,,,,,,,50,2003,2003,,
dallas,"FROM THE FUTURE, LLC",from future,grant_only_company,startup,unknown,DENTON,TX,76201-4163,False,True,False,False,0.0,1.0,186445.0,0.0,0.0,,,,,,,079574210,www.fromthefuturegames.com,12,2017,2017,,
dallas,Fast Track Amphibian LLC,fast track amphibian,grant_only_company,startup,unknown,Hurst,TX,-,False,True,False,False,0.0,1.0,80000.0,0.0,0.0,,,,,,,809994572,www.fasttrackamphibian.com,2,2011,2011,,
dallas,"Fathomd, Inc ",fathomd,grant_only_company,startup,unknown,Dallas,TX,75219-4895,False,True,False,False,0.0,2.0,964252.0,0.0,0.0,,,,,,WMVYP8491SJ6,079857817,www.fathomd.com,4,2016,2017,,
dallas,Flexible Computer Corp.,flexible computer,grant_only_company,startup,unknown,Dallas,TX,75229,False,True,False,False,0.0,0.0,550000.0,0.0,0.0,,,,,,,,,,1984,1986,,
dallas,G AND H MEDICAL PRODUCTS INTERNATIONAL,g and h medical products international,grant_only_company,startup,biotech,COLLEYVILLE,TX,76034 5322,False,True,False,False,0.0,1.0,100000.0,0.0,0.0,,,,,,,621825483,,,2007,2007,,
dallas,GALAXY UNMANNED SYSTEMS LLC,galaxy unmanned systems,grant_only_company,startup,unknown,ARLINGTON,TX,76017-4301,False,True,False,False,0.0,5.0,3511466.34,0.0,0.0,,,,,,MSVZXVL1XRN6,117011828,https://galaxyuas.com/,9,2020,2023,,
dallas,GENALPHA NUCLEAR TECHNOLOGIES LLC,genalpha nuclear technologies,grant_only_company,startup,unknown,DALLAS,TX,75226-1437,False,True,False,False,0.0,1.0,275000.0,0.0,0.0,,,,,,E8U6F53MD5W9,,,1,2024,2024,,
dallas,GENESCREEN,genescreen,grant_only_company,startup,unknown,Dallas,TX,75207,False,True,False,False,0.0,0.0,99905.0,0.0,0.0,,,,,,,,,,1998,1998,,
dallas,"GENEVA AEROSPACE, INC.",geneva aerospace,grant_only_company,startup,unknown,Carrollton,TX,75007,False,True,False,False,0.0,7.0,5658391.0,0.0,0.0,,,,,,P6Q5NTKL5MP7,171834179,,40,1998,2007,,
dallas,GETCHKD INC.,getchkd,grant_only_company,startup,unknown,DALLAS,TX,75244-7517,False,True,False,False,0.0,4.0,3852554.2199999997,0.0,0.0,,,,,,XFZ8BJ8QE2W3,118269921,https://www.getchkd.com/,5,2023,2025,,
dallas,GLOBAL CONTOUR LTD.,global contour,grant_only_company,startup,unknown,Rockwall,TX,75087,False,True,False,False,0.0,9.0,1917681.0,0.0,0.0,,,,,,,133387030,,6,2003,2006,,
dallas,GOOFYFOOT LABS LLC,goofyfoot labs,grant_only_company,startup,unknown,PLANO,TX,75093-4539,False,True,False,False,0.0,6.0,2222927.0,0.0,0.0,,,,,,MTPCSNM9NV96,828058508,http://www.goofyfootlabs.com,2,2009,2022,,
dallas,GREEN OAKS RESEARCH LABORATORIES INC,green oaks research laboratories,grant_only_company,startup,unknown,Irving,TX,75061,False,True,False,False,0.0,1.0,877580.0,0.0,0.0,,,,,,,018807649,,1,2006,2006,,
dallas,"Garico, Inc.",garico,grant_only_company,startup,unknown,Dallas,TX,75229,False,True,False,False,0.0,0.0,665900.0,0.0,0.0,,,,,,,,,41,1994,1995,,
dallas,GenomeDesigns Laboratory LLC,genomedesigns laboratory,grant_only_company,startup,unknown,Richardson,TX,75080-2634,False,True,True,False,0.0,2.0,1385445.0,1.0,602049.0,,,,,,U48CHEQC2HD5,080479146,,4,2017,2019,,
dallas,"Geotech Instruments, Llc",geotech instruments,grant_only_company,startup,unknown,Dallas,TX,75238,False,True,False,False,0.0,3.0,2511422.0,0.0,0.0,,,,,,MFWLFVKR4AT6,047441717,,21,2003,2008,,
dallas,"Global Technology Enterprises, Inc.",global technology enterprises,grant_only_company,startup,unknown,Chico,TX,76431,False,True,False,False,0.0,2.0,171107.0,0.0,0.0,,,,,,Q7X5TUMXF846,079258734,http://www.globaltechnologyenterprises.com,5,2016,2021,,
dallas,GrapheneTX Inc.,graphenetx,grant_only_company,startup,unknown,Dallas,TX,75252,False,True,False,False,0.0,2.0,1555000.0,0.0,0.0,,,,,,Z3WAZ59AW7D5,,https://www.graphenetx.com,4,2023,2025,,
dallas,"Green Oaks Research Lab., Inc.",green oaks research lab,grant_only_company,startup,unknown,Arlington,TX,76003,False,True,False,False,0.0,0.0,754251.0,0.0,0.0,,,,,,,,,2,1994,1997,,
dallas,"HDE ROBOTICS GROUP, INC.",hde robotics,grant_only_company,startup,medtech,Fort Worth,TX,76107,False,True,False,False,0.0,0.0,100000.0,0.0,0.0,,,,,,,,,,1998,1998,,
dallas,HERA HEALTH SOLUTIONS INC,hera health solutions,grant_only_company,startup,unknown,FRISCO,TX,75035-3637,False,True,False,False,0.0,2.0,524987.98,0.0,0.0,,,,,,CDWMMXLLWG21,080777395,https://www.herahealthsolutions.com/,5,2023,2025,,
