msa,source_form_d,source_sbir,source_nih,source_tto,form_d_filings,sbir_awards,sbir_total_usd,nih_grants,nih_total_usd,name,name_norm,tier,entity_type,ls_subcategory,city,state,zip,industry,tagline,tto_source_name,cik,uei,duns,website,employees,sbir_first_year,sbir_last_year,tto_location,url,priority_score,founded_year
baltimore,True,True,True,False,2.0,20.0,20679779.0,20.0,20185159.0,"PROFECTUS BIOSCIENCES, INC",profectus biosciences,operating_company,startup,biotech,BALTIMORE,MD,21224,Biotechnology,,,1444253.0,,185576639,,,2007.0,2018.0,,,5,2005.0
baltimore,True,False,False,False,18.0,0.0,0.0,0.0,0.0,"Pharmaceutics International, Inc.",pharmaceutics international,operating_company,startup,pharma,HUNT VALLEY,MD,21031,Pharmaceuticals,,,1684470.0,,,,,,,,,5,1994.0
baltimore,True,False,False,False,5.0,0.0,0.0,0.0,0.0,"RAVGEN, INC.",ravgen,operating_company,startup,biotech,COLUMBIA,MD,21045,Biotechnology,,,1140834.0,,,,,,,,,5,2000.0
baltimore,True,False,False,True,6.0,0.0,0.0,0.0,0.0,Sisu Global Health Inc.,sisu global health,operating_company,startup,medtech,BALTIMORE,MD,21202,Other Health Care,,jhu_known,1672635.0,,,,,,,,,5,2011.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Sonify Biosciences, LLC",sonify biosciences,operating_company,startup,biotech,BALTIMORE,MD,21201,Biotechnology,,,1646123.0,,,,,,,,,5,2012.0
baltimore,True,False,False,False,4.0,0.0,0.0,0.0,0.0,VACCINOGEN INC,vaccinogen,operating_company,startup,biotech,BALTIMORE,MD,21231,Biotechnology,,,1453001.0,,,,,,,,,5,2007.0
baltimore,False,True,True,False,0.0,12.0,7369789.0,19.0,12553252.0,ACCELEVIR DIAGNOSTICS LLC,accelevir diagnostics,grant_only_company,startup,diagnostics,BALTIMORE,MD,21202-3183,Other Health Care,,,,F6SKM7YHCUS7,079940153,www.accelevirdx.com,10.0,2016.0,2023.0,,,4,
baltimore,False,True,False,False,0.0,1.0,256000.0,0.0,0.0,OPTAVE DIAGNOSTICS LLC,optave diagnostics,grant_only_company,startup,diagnostics,BALTIMORE,MD,21230-1901,Other Health Care,,,,CND4LAK91UN4,118263627,,1.0,2022.0,2022.0,,,4,
baltimore,False,True,False,False,0.0,3.0,2755931.0,0.0,0.0,Up Therapeutics LLC,up therapeutics,grant_only_company,startup,pharma,Elkridge,MD,21075-7197,Pharmaceuticals,,,,KVFLK2JVJST8,080370789,,1.0,2021.0,2023.0,,,4,
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"2530 Central Palm Drive, LLC",2530 central palm drive,operating_company,startup,medtech,BALTIMORE,MD,21209,Other Health Care,,,1780173.0,,,,,,,,,4,2015.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,AC Special Purpose Vehicle LLC,ac special purpose vehicle,operating_company,startup,medtech,BALTIMORE,MD,21201,Other Health Care,,,1837919.0,,,,,,,,,4,2020.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"AperioHealth, Inc.",aperiohealth,operating_company,startup,medtech,BALTIMORE,MD,21224,Other Health Care,,,1705602.0,,,,,,,,,4,2016.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Arcarius, LLC",arcarius,operating_company,startup,medtech,BALTIMORE,MD,21231,Other Health Care,,,1702611.0,,,,,,,,,4,2017.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,Aruene Corp,aruene,operating_company,startup,medtech,BALTIMORE,MD,21230,Other Health Care,,,1929244.0,,,,,,,,,4,2021.0
baltimore,True,True,True,False,1.0,1.0,361254.0,1.0,361254.0,"Avident Health, LLC",avident health,operating_company,startup,medtech,BALTIMORE,MD,21212,Other Health Care,,,1750822.0,X8F5UM33FJX8,080354354,https://www.avidenthealth.com,5.0,2020.0,2020.0,,,4,2014.0
baltimore,True,True,False,False,2.0,3.0,447569.0,0.0,0.0,Awarables Inc,awarables,operating_company,startup,medtech,BALTIMORE,MD,21201,Other Health Care,,,1684538.0,MA67M5DKK3F9,079133491,https://awarables.webflow.io,4.0,2014.0,2016.0,,,4,2016.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"CCG Holdco, LLC",ccg holdco,operating_company,startup,medtech,BALTIMORE,MD,21228,Other Health Care,,,1672538.0,,,,,,,,,4,2016.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"CHS Real Estate Holdings, LLC",chs real estate,operating_company,startup,medtech,ARNOLD,MD,21012,Other Health Care,,,1657981.0,,,,,,,,,4,2015.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Chesapeake Health Sciences, LLC",chesapeake health sciences,operating_company,startup,medtech,ARNOLD,MD,21012,Other Health Care,,,1657982.0,,,,,,,,,4,2015.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Consumable Science, Inc.",consumable science,operating_company,startup,medtech,ANNAPOLIS,MD,21403,Other Health Care,,,1636119.0,,,,,,,,,4,2015.0
baltimore,True,False,False,False,3.0,0.0,0.0,0.0,0.0,Curio Wellness Corp,curio wellness,operating_company,startup,medtech,TOWSON,MD,21204,Other Health Care,,,1861491.0,,,,,,,,,4,2021.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"DJIT MEDTECH, INC.",djit medtech,operating_company,startup,medtech,BALTIMORE,MD,21217,Biotechnology,,,1990885.0,,,,,,,,,4,2023.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Discovery Venture, Inc.",discovery venture,operating_company,startup,medtech,BALTIMORE,MD,21230,Other Health Care,,,1783660.0,,,,,,,,,4,2019.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"EMIT IMAGING, INC.",emit imaging,operating_company,startup,medtech,BALTIMORE,MD,21201,Biotechnology,,,1973076.0,,,,,,,,,4,2018.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,Even Health LLC,even health,operating_company,startup,medtech,ANNAPOLIS,MD,21401,Other Health Care,,,1879696.0,,,,,,,,,4,2019.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"Evolution Wellness, LLC",evolution wellness,operating_company,startup,medtech,BALTIMORE,MD,21231,Other Health Care,,,1660891.0,,,,,,,,,4,2015.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Herbal Innovations, LLC",herbal innovations,operating_company,startup,medtech,WESTMINSTER,MD,21157,Other Health Care,,,1771808.0,,,,,,,,,4,2015.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"IGI Medical Technologies, LLC",igi medical technologies,operating_company,startup,medtech,DAYTON,MD,21036,Other Health Care,,,1786907.0,,,,,,,,,4,2019.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Impruvon, Inc.",impruvon,operating_company,startup,medtech,BALTIMORE,MD,21213,Other Health Care,,,2052407.0,,,,,,,,,4,2020.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"Juniper Health Systems, Inc",juniper health systems,operating_company,startup,medtech,BALTIMORE,MD,21209,Other Health Care,,,2035967.0,,,,,,,,,4,2023.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,MaiTai41 LLC,maitai41,operating_company,startup,medtech,BALTIMORE,MD,21209,Other Health Care,,,1751337.0,,,,,,,,,4,2017.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"MedStar Endoscopy Center Virginia, LLC",medstar endoscopy center virginia,operating_company,startup,medtech,COLUMBIA,MD,21044,Other Health Care,,,2083932.0,,,,,,,,,4,2023.0
baltimore,True,False,False,False,4.0,0.0,0.0,0.0,0.0,"NAVA HEALTH MD, INC.",nava health md,operating_company,startup,medtech,COLUMBIA,MD,21046,Other Health Care,,,1932231.0,,,,,,,,,4,2021.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"Porter Cares, Inc.",porter cares,operating_company,startup,medtech,Baltimore,MD,21202,Other Health Care,,,1902512.0,,,,,,,,,4,2021.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,Protaryx Medical Inc.,protaryx medical,operating_company,startup,medtech,BALTIMORE,MD,21201,Other Health Care,,,1815905.0,,,,,,,,,4,2019.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Ryse Health, Inc.",ryse health,operating_company,startup,medtech,Baltimore,MD,21227,Other Health Care,,,1893348.0,,,,,,,,,4,2020.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"SOMMOS, INC",sommos,operating_company,startup,medtech,BALTIMORE,MD,21201,Other Health Care,,,2061478.0,,,,,,,,,4,2024.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Somnair, Inc.",somnair,operating_company,startup,medtech,TOWSON,MD,21204,Other Health Care,,,2070128.0,,,,,,,,,4,2024.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,Starr County SNF Project LLC,starr county snf project,operating_company,startup,medtech,BALTIMORE,MD,21209,Other Health Care,,,1780175.0,,,,,,,,,4,2016.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"UM Chesapeake Surgery Center, LLC",um chesapeake surgery center,operating_company,startup,medtech,BEL AIR,MD,21014,Other Health Care,,,1899718.0,,,,,,,,,4,2021.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"VALLEY FORGE IPA, LLC",valley forge ipa,operating_company,startup,medtech,BALTIMORE,MD,21224,Other Health Care,,,1746864.0,,,,,,,,,4,2017.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"Youme Healthcare, Inc.",youme healthcare,operating_company,startup,medtech,ELKRIDGE,MD,21075,Other Health Care,,,1957210.0,,,,,,,,,4,2021.0
baltimore,False,True,False,False,0.0,15.0,10246354.0,0.0,0.0,"A&G PHARMACEUTICAL, INC.",a g pharmaceutical,grant_only_company,startup,pharma,COLUMBIA,MD,21045-2006,Pharmaceuticals,,,,SN6SWFABJXL1,963442723,www.agpharma.com,27.0,2004.0,2020.0,,,3,
baltimore,False,True,True,False,0.0,1.0,296256.0,1.0,296256.0,ADVANCED MOLECULAR HEALIX INC.,advanced molecular healix,grant_only_company,startup,unknown,Baltimore,MD,21224,Other Health Care,,,,YUDFC1FBR4X6,110938522,,0.0,2025.0,2025.0,,,3,
baltimore,False,True,False,False,0.0,1.0,899871.0,0.0,0.0,"ADVANCED NANOPHOTONICS, INC.",advanced nanophotonics,grant_only_company,startup,unknown,Harwood,MD,20776-2200,Other Health Care,,,,ERSZTXN14C55,080121141,http://www.advancednanophotonics.com,5.0,2024.0,2024.0,,,3,
baltimore,False,True,True,False,0.0,3.0,859441.0,4.0,1099224.0,"CHESAPEAKE GENOMIC SYSTEMS, LLC",chesapeake genomic systems,grant_only_company,startup,unknown,HALETHORPE,MD,21227-3863,Other Health Care,,,,F6ZVG7CX33T1,,,2.0,2021.0,2025.0,,,3,
baltimore,False,True,True,False,0.0,2.0,2944124.0,4.0,2944124.0,COGENTIS THERAPEUTICS INC,cogentis therapeutics,grant_only_company,startup,pharma,COLUMBIA,MD,21044-4152,Pharmaceuticals,,,,T5K6EP6DD251,079908710,https://www.cogentistherapeutics.com,3.0,2018.0,2021.0,,,3,
baltimore,False,True,True,False,0.0,2.0,837539.0,2.0,837539.0,Cognext Diagnostics LLC,cognext diagnostics,grant_only_company,startup,diagnostics,Baltimore,MD,21218-1707,Other Health Care,,,,L393CE1KTBR9,081322242,,2.0,2019.0,2021.0,,,3,
baltimore,False,True,True,False,0.0,1.0,499784.0,1.0,499784.0,"FD NEUROTECHNOLOGIES CONSULTING & SERVICES, INC.",fd neurotechnologies consulting services,grant_only_company,startup,biotech,COLUMBIA,MD,21046-2597,Biotechnology,,,,MBHYJCHP8BQ7,004583394,http://fdneurotech.com,14.0,2021.0,2021.0,,,3,
baltimore,False,True,False,False,0.0,2.0,324980.0,0.0,0.0,"Gaskiya Diagnostics, Inc",gaskiya diagnostics,grant_only_company,startup,diagnostics,Baltimore,MD,21230-2043,Other Health Care,,,,FMX8PJ4RAUR9,080195107,,1.0,2020.0,2020.0,,,3,
baltimore,False,True,False,False,0.0,9.0,5771101.64,0.0,0.0,"MTI SYSTEMS, INC.",mti systems,grant_only_company,startup,unknown,LOTHIAN,MD,20711-9757,Other Health Care,,,,P67PZCU418M3,828568563,,30.0,2015.0,2024.0,,,3,
baltimore,False,True,False,False,0.0,1.0,224997.0,0.0,0.0,NEUROSONICS MEDICAL INC,neurosonics medical,grant_only_company,startup,biotech,BALTIMORE,MD,21201-6504,Biotechnology,,,,J4NYS38LJG24,116863322,,2.0,2020.0,2020.0,,,3,
baltimore,False,True,True,False,0.0,5.0,3761724.0,5.0,3505724.0,"ONCOSTING, LLC",oncosting,grant_only_company,startup,unknown,BALTIMORE,MD,21231-2008,Other Health Care,,,,DJXQC89K4S79,055217800,,2.0,2021.0,2025.0,,,3,
baltimore,False,True,True,False,0.0,1.0,256486.0,3.0,384729.0,OTHRO THERAPEUTICS INC.,othro therapeutics,grant_only_company,startup,pharma,BALTIMORE,MD,21205-2109,Pharmaceuticals,,,,KSZKASEG8KA5,080477275,,4.0,2021.0,2021.0,,,3,
baltimore,False,True,True,False,0.0,1.0,399214.0,1.0,399214.0,"PROTON BIO, INC.",proton bio,grant_only_company,startup,unknown,BALTIMORE,MD,21224-5385,Other Health Care,,,,L37UYZG8JMK5,,https://protonbio.co/,2.0,2024.0,2024.0,,,3,
baltimore,False,True,True,False,0.0,8.0,7844111.0,12.0,7437558.0,"RADIOPHARMACEUTICAL IMAGING AND DOSIMETRY, LLC",radiopharmaceutical imaging and dosimetry,grant_only_company,startup,medtech,BALTIMORE,MD,21231-2607,Other Health Care,,,,CM3LK9281JS7,080200015,www.rapiddosimetry.com,4.0,2017.0,2025.0,,,3,
baltimore,False,True,True,False,0.0,1.0,694318.0,2.0,694318.0,"Rezigene, LLC",rezigene,grant_only_company,startup,unknown,BALTIMORE,MD,21205-1546,Other Health Care,,,,FXPWSLGW91X5,,,5.0,2024.0,2024.0,,,3,
baltimore,False,True,True,False,0.0,3.0,3669421.0,8.0,3499730.0,SILCSBIO LLC,silcsbio,grant_only_company,startup,biotech,BALTIMORE,MD,21230-1901,Biotechnology,,,,WNQ7H1FY6Z43,078566438,www.silcsbio.com,4.0,2015.0,2021.0,,,3,
baltimore,False,True,False,False,0.0,1.0,264016.0,0.0,0.0,"SURGICAL VISION SYSTEMS, INC.",surgical vision systems,grant_only_company,startup,medtech,BALTIMORE,MD,,Other Health Care,,,,GF39NJYWQ7W6,,,0.0,2025.0,2025.0,,,3,
baltimore,False,True,False,False,0.0,2.0,1255136.0,0.0,0.0,Simmbion LLC,simmbion,grant_only_company,startup,unknown,BALTIMORE,MD,21215,Other Health Care,,,,CDSMRMMK4ET3,081026784,,3.0,2022.0,2025.0,,,3,
baltimore,False,True,True,False,0.0,3.0,899967.0,3.0,899967.0,"Vitruvian Bio, LLC",vitruvian bio,grant_only_company,startup,unknown,BALTIMORE,MD,21202-1636,Other Health Care,,,,JHJJANE1ALC6,,,2.0,2022.0,2024.0,,,3,
baltimore,True,True,False,False,1.0,1.0,74312.0,0.0,0.0,"ARMR Systems, Inc.",armr systems,operating_company,startup,medtech,BALTIMORE,MD,21201,Other Health Care,,,2091134.0,JN89AQ2R41S7,079584476,https://armrsystems.com/,3.0,2019.0,2019.0,,,3,2013.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"AbsoluteCARE, Inc.",absolutecare,operating_company,startup,medtech,BALTIMORE,MD,21201,Other Health Care,,,1663277.0,,,,,,,,,3,
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Array Dental Group, LLC",array dental,operating_company,startup,medtech,COLUMBIA,MD,21045,Other Health Care,,,1942132.0,,,,,,,,,3,
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Avhana Health, Inc.",avhana health,operating_company,startup,medtech,BALTIMORE,MD,21202,Other Health Care,,,1627454.0,,,,,,,,,3,2014.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"BC3 Technologies, Inc.",bc3 technologies,operating_company,startup,medtech,Baltimore,MD,21229,Other Health Care,,,2026343.0,,,,,,,,,3,
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"BioMedx Group, Inc.",biomedx,operating_company,startup,medtech,BALTIMORE,MD,21218,Other Health Care,,,1699297.0,,,,,,,,,3,2014.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,Biomedica Management Corp,biomedica management,operating_company,startup,medtech,HALETHORPE,MD,21227,Biotechnology,,,1641333.0,,,,,,,,,3,
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Capital Funding Bancorp, Inc.",capital funding bancorp,operating_company,startup,medtech,BALTIMORE,MD,21202,Other Health Care,,,1699468.0,,,,,,,,,3,
baltimore,True,True,True,False,1.0,2.0,4274602.0,4.0,3609062.0,Cardiosolv Ablation Technologies Inc.,cardiosolv ablation technologies,operating_company,startup,medtech,BALTIMORE,MD,21218,Other Health Care,,,1698904.0,ET19FNY1GH15,079109378,http://www.cardiosolv.com,2.0,2014.0,2019.0,,,3,2012.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Emergency Medical Innovation, LLC",emergency medical innovation,operating_company,startup,medtech,HIGHLAND,MD,20777,Other Health Care,,,1881474.0,,,,,,,,,3,
baltimore,True,True,False,False,1.0,2.0,725000.0,0.0,0.0,"Glyscend, Inc.",glyscend,operating_company,startup,medtech,BALTIMORE,MD,21205,Other Health Care,,,1804326.0,CA69UUBUYMW7,079562150,www.glyscend.com,3.0,2015.0,2017.0,,,3,
baltimore,True,False,False,False,5.0,0.0,0.0,0.0,0.0,"Healthcare Interactive, Inc.",healthcare interactive,operating_company,startup,medtech,GLENWOOD,MD,21738,Other Health Care,,,1612708.0,,,,,,,,,3,2011.0
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"Integra ServiceConnect, LLC",integra serviceconnect,operating_company,startup,medtech,OWINGS MILLS,MD,21117,Other Health Care,,,1648400.0,,,,,,,,,3,2014.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,Levin Eye Care LLC,levin eye care,operating_company,startup,medtech,BALTIMORE,MD,21286,Other Health Care,,,1788041.0,,,,,,,,,3,
baltimore,True,False,False,False,8.0,0.0,0.0,0.0,0.0,"NovaSom, Inc",novasom,operating_company,startup,medtech,GLEN BURNIE,MD,21061,Other Health Care,,,1487143.0,,,,,,,,,3,
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"Redfish Holdings, Inc.",redfish,operating_company,startup,medtech,Clarksville,MD,21029,Other Health Care,,,1637944.0,,,,,,,,,3,2014.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,Remedi SeniorCare Holding Corp,remedi seniorcare holding,operating_company,startup,medtech,TOWSON,MD,21204,Other Health Care,,,1239030.0,,,,,,,,,3,
baltimore,True,False,False,False,2.0,0.0,0.0,0.0,0.0,"SafeOp Surgical, Inc.",safeop surgical,operating_company,startup,medtech,Hunt Valley,MD,21030,Other Health Care,,,1540725.0,,,,,,,,,3,2011.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Senior's Benefit Resources, Inc.",senior s benefit resources,operating_company,startup,medtech,CHESTERTOWN,MD,21620,Other Health Care,,,1643114.0,,,,,,,,,3,2014.0
baltimore,True,False,False,False,1.0,0.0,0.0,0.0,0.0,"Tissue Analytics, Inc.",tissue analytics,operating_company,startup,medtech,BALTIMORE,MD,21202,Other Health Care,,,1633370.0,,,,,,,,,3,2014.0
baltimore,True,True,True,False,1.0,2.0,1317639.0,2.0,731674.0,"Vixiar Medical, Inc.",vixiar medical,operating_company,startup,medtech,Annapolis,MD,21401,Other Health Care,,,1589946.0,NEJREN5KEXT4,079143394,,4.0,2017.0,2019.0,,,3,2013.0
baltimore,True,False,False,False,5.0,0.0,0.0,0.0,0.0,"WellDoc, Inc.",welldoc,operating_company,startup,medtech,BALTIMORE,MD,21202,Other Health Care,,,1459113.0,,,,,,,,,3,
baltimore,True,False,False,False,6.0,0.0,0.0,0.0,0.0,"Zygood,LLC",zygood,operating_company,startup,medtech,DAYTON,MD,21036,Other Health Care,,,1678066.0,,,,,,,,,3,2014.0
baltimore,False,True,True,False,0.0,1.0,200834.0,6.0,19227169.0,ANTIDOTE THERAPEUTICS INC,antidote therapeutics,grant_only_company,startup,pharma,SYKESVILLE,MD,21784-8213,Pharmaceuticals,,,,KNPKVDXDCNL9,079189618,,1.0,2017.0,2017.0,,,2,
baltimore,False,True,False,False,0.0,2.0,250000.0,0.0,0.0,"BRIOBIOTECH, LLC",briobiotech,grant_only_company,startup,biotech,Glenwood,MD,21738-9517,Biotechnology,,,,,079354443,www.briobiotech.com,3.0,2016.0,2016.0,,,2,
baltimore,False,True,True,False,0.0,3.0,512191.0,2.0,189772.0,"CANTON BIOTECHNOLOGIES, INC.",canton biotechnologies,grant_only_company,startup,biotech,Baltimore,MD,21224,Biotechnology,,,,LNADSW9GBR97,829781678,,1.0,2010.0,2015.0,,,2,
baltimore,False,True,False,False,0.0,2.0,449875.04,0.0,0.0,CYBER POINT INTERNATIONAL LLC,cyber point international,grant_only_company,startup,biotech,BALTIMORE,MD,21202-3147,Biotechnology,,,,GCNLD3CL8AS1,831438374,https://www.cyberpointllc.com/,41.0,2018.0,2019.0,,,2,
baltimore,False,True,False,False,0.0,1.0,224944.0,0.0,0.0,DOMICELL INC.,domicell,grant_only_company,startup,biotech,Baltimore,MD,21205-1506,Biotechnology,,,,,079917687,,1.0,2016.0,2016.0,,,2,
baltimore,False,True,False,False,0.0,6.0,9481151.0,0.0,0.0,OPTOSURGICAL LLC,optosurgical,grant_only_company,startup,medtech,COLUMBIA,MD,21046-3138,Other Health Care,,,,N5FFBMLQHAJ9,117083255,https://optosurgical.com,4.0,2020.0,2023.0,,,2,2019.0
baltimore,False,True,True,False,0.0,1.0,448212.0,1.0,448212.0,"Revolve Biotechnologies, Inc.",revolve biotechnologies,grant_only_company,startup,biotech,Baltimore,MD,21215-5216,Biotechnology,,,,H1N6WSMKFR54,079540413,http://www.revolvebiotech.com,2.0,2015.0,2015.0,,,2,
baltimore,False,True,False,False,0.0,3.0,1063147.0,0.0,0.0,"SIGINT Systems, LLC",sigint systems,grant_only_company,startup,unknown,Davidsonville,MD,21035-1254,Other Health Care,,,,F9X3HAZC6CX7,079224855,sigintsystemsllc.com,5.0,2020.0,2023.0,,,2,
baltimore,False,True,True,False,0.0,34.0,18549561.0,7.0,4796966.0,"SIMQUEST INTERNATIONAL, LLC ",simquest international,grant_only_company,startup,biotech,Annapolis,MD,21403-1316,Biotechnology,,,,ZMMMAPWDKNA6,039514356,http://www.simquest.com,10.0,2002.0,2018.0,,,2,
baltimore,False,False,False,True,0.0,0.0,0.0,0.0,0.0,Galen Robotics,galen robotics,tto_spinout,startup,medtech,Baltimore,MD,21230,Other Health Care,,jhu_known,,,,,,,,,,2,2016.0
baltimore,False,False,False,True,0.0,0.0,0.0,0.0,0.0,RedShift Bioanalytics,redshift bioanalytics,tto_spinout,startup,unknown,Boxborough,MA,01719,Other Health Care,,jhu_known,,,,,,,,,,2,2005.0
baltimore,False,True,True,False,0.0,2.0,1541548.0,3.0,1541548.0,"COMPUTCHEM, LLC",computchem,grant_only_company,startup,unknown,Baltimore,MD,21230-2043,Other Health Care,,,,TJV7T8A8Y2X1,116900785,https://www.computchem.com/,3.0,2019.0,2021.0,,,1,
baltimore,False,True,False,False,0.0,3.0,963748.0,0.0,0.0,MainStem LLC,mainstem,grant_only_company,startup,unknown,FULTON,MD,20759-2575,Other Health Care,,,,SXHHGF88NPK4,963478297,,45.0,2019.0,2020.0,,,1,
baltimore,False,True,False,False,0.0,1.0,254421.0,0.0,0.0,"ONSYSTEM LOGIC, LLC",onsystem logic,grant_only_company,startup,unknown,ELLICOTT CITY,MD,21043-5519,Other Health Care,,,,JZDWWLLEMBB4,828627666,https://www.onsystemlogic.com,3.0,2021.0,2021.0,,,1,2015.0
baltimore,False,True,False,False,0.0,7.0,2253814.0,0.0,0.0,"SCIGENESIS, LLC",scigenesis,grant_only_company,startup,unknown,BALTIMORE,MD,21230-1901,Other Health Care,,,,Y6M9Y7XFCNV6,826942463,www.scigenesis.com,5.0,2009.0,2020.0,,,1,
baltimore,False,True,False,False,0.0,5.0,1401255.0,0.0,0.0,LIMAGING LLC,limaging,grant_only_company,startup,medtech,CLARKSVILLE,MD,21029-1690,Other Health Care,,,,FVHFY37J2ME3,827092227,,,2010.0,2017.0,,,0,
baltimore,False,True,False,False,0.0,1.0,2150000.0,0.0,0.0,"MANTA BIOFUEL, INC.",manta biofuel,grant_only_company,startup,unknown,OWINGS MILLS,MD,21117-2225,Other Health Care,,,,UDYFWNSDNJH4,079639929,,8.0,2015.0,2018.0,,,0,
baltimore,False,True,False,False,0.0,5.0,2357411.0,0.0,0.0,"PLANT SENSORY SYSTEMS, LLC",plant sensory systems,grant_only_company,startup,medtech,BALTIMORE,MD,21227-3863,Other Health Care,,,,E29TDJVM2P31,807685776,www.plantsensorysystems.com,7.0,2008.0,2017.0,,,0,
baltimore,False,True,False,False,0.0,3.0,795340.0,0.0,0.0,"PathSensors, Inc.",pathsensors,grant_only_company,startup,medtech,BALTIMORE,MD,21202-3183,Other Health Care,,,,YACVM7AEFKS1,833130532,https://pathsensors.com/,12.0,2015.0,2019.0,,,0,
baltimore,False,True,False,False,0.0,2.0,323830.62,0.0,0.0,Reliance Robotics Incorporated,reliance robotics,grant_only_company,startup,medtech,Baltimore,MD,21201-6512,Other Health Care,,,,LLQMV5Y6R3R8,080775189,,1.0,2018.0,2019.0,,,0,
baltimore,False,True,False,False,0.0,2.0,159820.0,0.0,0.0,"Scientific & Biomedical Microsystems, LLC",scientific biomedical microsystems,grant_only_company,startup,medtech,Glen Burnie,MD,21061-2564,Other Health Care,,,,RRGHKVGNQLK3,782940360,http://www.sbmicrosystems.us/,15.0,2013.0,2016.0,,,0,
dallas,True,True,True,False,1.0,1.0,400000.0,1.0,400000.0,"Aakha Biologics, Inc.",aakha biologics,operating_company,startup,biotech,FRISCO,TX,75034,Biotechnology,,,2030720.0,LB1ZSHY1LFK5,,,5.0,2024.0,2024.0,,,9,2022.0
dallas,True,True,True,False,4.0,3.0,3896869.0,8.0,4447445.0,"AyuVis Research, Inc.",ayuvis research,operating_company,startup,pharma,Fort Worth,TX,76104,Pharmaceuticals,,,1739776.0,E3H4XC65GZU3,079277952,www.ayuvis.com,3.0,2017.0,2024.0,,,9,2018.0
dallas,True,True,True,False,1.0,2.0,789285.0,1.0,485026.0,"BackStop Neural, Inc.",backstop neural,operating_company,startup,biotech,DALLAS,TX,75252,Biotechnology,,,1944465.0,CEBNE64GUK93,080814406,,4.0,2024.0,2025.0,,,9,2018.0
dallas,True,True,True,False,1.0,3.0,815708.0,2.0,581780.0,"Qualia Oto, Inc.",qualia oto,operating_company,startup,biotech,DALLAS,TX,75252,Biotechnology,,,1900746.0,CR2FPMQLVS77,,https://www.qualiaoto.com/,6.0,2022.0,2025.0,,,9,2017.0
dallas,True,True,True,False,1.0,6.0,3661227.0,3.0,306513.0,"Spectral MD, Inc.",spectral md,operating_company,startup,biotech,DALLAS,TX,75201,Biotechnology,,,1760119.0,XYMKTFCE2XR3,829852339,http://www.spectralmd.com,40.0,2010.0,2024.0,,,8,2014.0
